id,departure,arrival,date,time_departure,duration_minutes,cost,distance_km,airline
1709,Уфа,Калининград,2026-07-20,16:35:00,165,39054,2241,S7 Airlines
1710,Калининград,Уфа,2026-07-20,17:45:00,165,40722,2241,S7 Airlines
1711,Уфа,Калининград,2026-07-20,18:55:00,167,42144,2241,Уральские авиалинии
1712,Калининград,Уфа,2026-07-20,11:50:00,167,43059,2241,S7 Airlines
1713,Уфа,Архангельск,2026-07-20,13:25:00,109,21916,1397,Победа
1714,Архангельск,Уфа,2026-07-20,08:25:00,109,24980,1397,S7 Airlines
1715,Уфа,Архангельск,2026-07-20,14:30:00,101,20726,1397,Победа
1716,Архангельск,Уфа,2026-07-20,07:25:00,101,21907,1397,S7 Airlines
1717,Уфа,Архангельск,2026-07-20,15:30:00,104,25113,1397,S7 Airlines
1718,Архангельск,Уфа,2026-07-20,17:40:00,104,26945,1397,Аэрофлот
1719,Уфа,Архангельск,2026-07-20,18:30:00,104,28768,1397,S7 Airlines
1720,Архангельск,Уфа,2026-07-20,06:30:00,104,20788,1397,Аэрофлот
1721,Уфа,Мурманск,2026-07-20,18:10:00,151,38174,1971,S7 Airlines
1722,Мурманск,Уфа,2026-07-20,09:00:00,151,37540,1971,Аэрофлот
1723,Уфа,Мурманск,2026-07-20,19:50:00,140,43353,1971,Аэрофлот
1724,Мурманск,Уфа,2026-07-20,21:25:00,140,27288,1971,Уральские авиалинии
1725,Уфа,Мурманск,2026-07-20,23:20:00,152,22814,1971,Уральские авиалинии
1726,Мурманск,Уфа,2026-07-20,17:45:00,152,37221,1971,S7 Airlines
1727,Уфа,Сыктывкар,2026-07-20,07:00:00,65,12888,841,S7 Airlines
1728,Сыктывкар,Уфа,2026-07-20,20:45:00,65,15736,841,S7 Airlines
1729,Уфа,Сыктывкар,2026-07-20,12:35:00,63,14936,841,S7 Airlines
1730,Сыктывкар,Уфа,2026-07-20,18:05:00,63,15616,841,S7 Airlines
1731,Уфа,Сыктывкар,2026-07-20,14:10:00,63,13959,841,Аэрофлот
1732,Сыктывкар,Уфа,2026-07-20,18:40:00,63,15737,841,S7 Airlines
1733,Уфа,Сыктывкар,2026-07-20,19:30:00,64,18089,841,Аэрофлот
1734,Сыктывкар,Уфа,2026-07-20,10:20:00,64,17536,841,Аэрофлот
1735,Волгоград,Екатеринбург,2026-07-20,13:05:00,100,22249,1406,Red Wings
1736,Екатеринбург,Волгоград,2026-07-20,13:45:00,100,23402,1406,Россия
1737,Волгоград,Екатеринбург,2026-07-20,16:30:00,110,21611,1406,Red Wings
1738,Екатеринбург,Волгоград,2026-07-20,10:50:00,110,25149,1406,Уральские авиалинии
1739,Волгоград,Екатеринбург,2026-07-20,16:50:00,107,20862,1406,Red Wings
1740,Екатеринбург,Волгоград,2026-07-20,06:05:00,107,20605,1406,S7 Airlines
1741,Волгоград,Челябинск,2026-07-20,12:40:00,103,26107,1373,Аэрофлот
1742,Челябинск,Волгоград,2026-07-20,07:45:00,103,19836,1373,Red Wings
1743,Волгоград,Челябинск,2026-07-20,16:35:00,102,20884,1373,Red Wings
1744,Челябинск,Волгоград,2026-07-20,08:25:00,102,21985,1373,Red Wings
1745,Волгоград,Челябинск,2026-07-20,19:40:00,106,23675,1373,Уральские авиалинии
1746,Челябинск,Волгоград,2026-07-20,12:40:00,106,24593,1373,Победа
1747,Волгоград,Челябинск,2026-07-20,22:45:00,105,16851,1373,Победа
1748,Челябинск,Волгоград,2026-07-20,08:20:00,105,24590,1373,Победа
1749,Волгоград,Тюмень,2026-07-20,13:35:00,119,28458,1675,Победа
1750,Тюмень,Волгоград,2026-07-20,20:05:00,119,29241,1675,Уральские авиалинии
1751,Волгоград,Тюмень,2026-07-20,20:00:00,123,26907,1675,Уральские авиалинии
1752,Тюмень,Волгоград,2026-07-20,20:20:00,123,32541,1675,S7 Airlines
1753,Волгоград,Тюмень,2026-07-20,20:35:00,120,27713,1675,Россия
1754,Тюмень,Волгоград,2026-07-20,11:05:00,120,29837,1675,Россия
1755,Волгоград,Омск,2026-07-20,12:40:00,150,34581,2085,Уральские авиалинии
1756,Омск,Волгоград,2026-07-20,17:20:00,150,37742,2085,S7 Airlines
1757,Волгоград,Омск,2026-07-20,19:00:00,153,41358,2085,Аэрофлот
1758,Омск,Волгоград,2026-07-20,21:45:00,153,37547,2085,Аэрофлот
1759,Волгоград,Омск,2026-07-20,19:05:00,152,39705,2085,Победа
1760,Омск,Волгоград,2026-07-20,16:25:00,152,32670,2085,Победа
1761,Волгоград,Омск,2026-07-20,22:30:00,154,33640,2085,Аэрофлот
1762,Омск,Волгоград,2026-07-20,13:30:00,154,37961,2085,Аэрофлот
1763,Волгоград,Новосибирск,2026-07-20,07:00:00,205,35177,2680,Победа
1764,Новосибирск,Волгоград,2026-07-20,07:35:00,205,43674,2680,Аэрофлот
1765,Волгоград,Новосибирск,2026-07-20,09:50:00,192,50652,2680,Россия
1766,Новосибирск,Волгоград,2026-07-20,18:20:00,192,47945,2680,Победа
1767,Волгоград,Новосибирск,2026-07-20,18:30:00,203,50569,2680,S7 Airlines
1768,Новосибирск,Волгоград,2026-07-20,15:30:00,203,50040,2680,Аэрофлот
1769,Волгоград,Томск,2026-07-20,08:25:00,215,48474,2839,Победа
1770,Томск,Волгоград,2026-07-20,23:35:00,215,36937,2839,Победа
1771,Волгоград,Томск,2026-07-20,10:35:00,211,50143,2839,Red Wings
1772,Томск,Волгоград,2026-07-20,14:05:00,211,45937,2839,Уральские авиалинии
1773,Волгоград,Томск,2026-07-20,20:20:00,204,51474,2839,Россия
1774,Томск,Волгоград,2026-07-20,23:30:00,204,40551,2839,S7 Airlines
1775,Волгоград,Кемерово,2026-07-20,12:25:00,222,50319,2899,Победа
1776,Кемерово,Волгоград,2026-07-20,15:45:00,222,44994,2899,Победа
1777,Волгоград,Кемерово,2026-07-20,16:05:00,222,44794,2899,Победа
1778,Кемерово,Волгоград,2026-07-20,23:00:00,222,39359,2899,Аэрофлот
1779,Волгоград,Кемерово,2026-07-20,20:40:00,207,49040,2899,Россия
1780,Кемерово,Волгоград,2026-07-20,17:35:00,207,51192,2899,Россия
1781,Волгоград,Барнаул,2026-07-20,16:25:00,203,41331,2748,Red Wings
1782,Барнаул,Волгоград,2026-07-20,15:10:00,203,46576,2748,Россия
1783,Волгоград,Барнаул,2026-07-20,19:30:00,202,54835,2748,S7 Airlines
1784,Барнаул,Волгоград,2026-07-20,12:35:00,202,50145,2748,S7 Airlines
1785,Волгоград,Барнаул,2026-07-20,19:55:00,200,54435,2748,Россия
1786,Барнаул,Волгоград,2026-07-20,16:00:00,200,41173,2748,Победа
1787,Волгоград,Красноярск,2026-07-20,11:25:00,236,61282,3313,Победа
1788,Красноярск,Волгоград,2026-07-20,13:05:00,236,57328,3313,Россия
1789,Волгоград,Иркутск,2026-07-20,12:50:00,302,68342,4132,Red Wings
1790,Иркутск,Волгоград,2026-07-20,23:35:00,302,53059,4132,Россия
1791,Волгоград,Иркутск,2026-07-20,23:15:00,318,59674,4132,S7 Airlines
1792,Иркутск,Волгоград,2026-07-20,16:40:00,318,62134,4132,Победа
1793,Волгоград,Улан-Удэ,2026-07-20,11:35:00,335,87434,4352,Аэрофлот
1794,Улан-Удэ,Волгоград,2026-07-20,12:40:00,335,75341,4352,Уральские авиалинии
1795,Волгоград,Улан-Удэ,2026-07-20,15:50:00,322,75922,4352,Аэрофлот
1796,Улан-Удэ,Волгоград,2026-07-20,13:10:00,322,74953,4352,S7 Airlines
1797,Волгоград,Чита,2026-07-20,15:45:00,344,77795,4713,S7 Airlines
1798,Чита,Волгоград,2026-07-20,11:50:00,344,85086,4713,Победа
1799,Волгоград,Якутск,2026-07-20,15:45:00,397,84625,5161,Победа
1800,Якутск,Волгоград,2026-07-20,14:20:00,397,74936,5161,Победа
1801,Волгоград,Якутск,2026-07-20,18:20:00,376,92454,5161,Россия
1802,Якутск,Волгоград,2026-07-20,14:55:00,376,83017,5161,Победа
1803,Волгоград,Хабаровск,2026-07-20,06:40:00,472,88076,6242,Россия
1804,Хабаровск,Волгоград,2026-07-20,18:15:00,472,111220,6242,Победа
1805,Волгоград,Хабаровск,2026-07-20,18:20:00,447,123047,6242,S7 Airlines
1806,Хабаровск,Волгоград,2026-07-20,13:00:00,447,117440,6242,Аэрофлот
1807,Волгоград,Владивосток,2026-07-20,06:55:00,472,102295,6412,Аэрофлот
1808,Владивосток,Волгоград,2026-07-20,07:30:00,472,96794,6412,Аэрофлот
1809,Волгоград,Владивосток,2026-07-20,21:10:00,465,106584,6412,S7 Airlines
1810,Владивосток,Волгоград,2026-07-20,10:30:00,465,124447,6412,Победа
1811,Волгоград,Владивосток,2026-07-20,23:30:00,488,88954,6412,Аэрофлот
1812,Владивосток,Волгоград,2026-07-20,08:15:00,488,112003,6412,Победа
1813,Волгоград,Южно-Сахалинск,2026-07-20,12:35:00,492,121485,6786,Уральские авиалинии
1814,Южно-Сахалинск,Волгоград,2026-07-20,23:45:00,492,87443,6786,Red Wings
1815,Волгоград,Южно-Сахалинск,2026-07-20,21:00:00,496,109994,6786,Аэрофлот
1816,Южно-Сахалинск,Волгоград,2026-07-20,12:55:00,496,106858,6786,Победа
1817,Волгоград,Южно-Сахалинск,2026-07-20,21:25:00,507,94379,6786,Red Wings
1818,Южно-Сахалинск,Волгоград,2026-07-20,14:50:00,507,105179,6786,Red Wings
1819,Волгоград,Сочи,2026-07-20,07:50:00,50,10778,682,S7 Airlines
1820,Сочи,Волгоград,2026-07-20,23:45:00,50,8318,682,Россия
1821,Волгоград,Сочи,2026-07-20,09:25:00,48,13335,682,S7 Airlines
1822,Сочи,Волгоград,2026-07-20,16:30:00,48,11396,682,Россия
1823,Волгоград,Сочи,2026-07-20,11:05:00,49,13969,682,S7 Airlines
1824,Сочи,Волгоград,2026-07-20,20:25:00,49,13612,682,Аэрофлот
1825,Волгоград,Сочи,2026-07-20,11:35:00,48,13652,682,Аэрофлот
1826,Сочи,Волгоград,2026-07-20,11:55:00,48,11702,682,Победа
1827,Волгоград,Сочи,2026-07-20,15:20:00,49,11148,682,Победа
1828,Сочи,Волгоград,2026-07-20,11:00:00,49,13891,682,S7 Airlines
1829,Волгоград,Сочи,2026-07-20,18:50:00,52,13254,682,S7 Airlines
1830,Сочи,Волгоград,2026-07-20,14:00:00,52,11337,682,Россия
1831,Волгоград,Махачкала,2026-07-20,07:20:00,51,9463,711,Победа
1832,Махачкала,Волгоград,2026-07-20,09:45:00,51,12094,711,Уральские авиалинии
1833,Волгоград,Махачкала,2026-07-20,08:15:00,54,13156,711,S7 Airlines
1834,Махачкала,Волгоград,2026-07-20,13:45:00,54,11614,711,Red Wings
1835,Волгоград,Махачкала,2026-07-20,13:45:00,53,12194,711,Россия
1836,Махачкала,Волгоград,2026-07-20,09:35:00,53,15259,711,Аэрофлот
1837,Волгоград,Махачкала,2026-07-20,19:10:00,53,15813,711,Аэрофлот
1838,Махачкала,Волгоград,2026-07-20,11:50:00,53,11739,711,Red Wings
1839,Волгоград,Махачкала,2026-07-20,23:05:00,55,9541,711,S7 Airlines
1840,Махачкала,Волгоград,2026-07-20,07:10:00,55,9186,711,Победа
1841,Волгоград,Грозный,2026-07-20,10:50:00,43,11842,609,Победа
1842,Грозный,Волгоград,2026-07-20,18:10:00,43,10176,609,Победа
1843,Волгоград,Грозный,2026-07-20,11:10:00,46,11267,609,S7 Airlines
1844,Грозный,Волгоград,2026-07-20,08:55:00,46,9790,609,Уральские авиалинии
1845,Волгоград,Грозный,2026-07-20,17:55:00,46,9993,609,Победа
1846,Грозный,Волгоград,2026-07-20,13:15:00,46,11781,609,Аэрофлот
1847,Волгоград,Грозный,2026-07-20,18:00:00,44,12433,609,Аэрофлот
1848,Грозный,Волгоград,2026-07-20,16:50:00,44,10714,609,Аэрофлот
1849,Волгоград,Грозный,2026-07-20,20:45:00,47,10450,609,Победа
1850,Грозный,Волгоград,2026-07-20,20:05:00,47,11707,609,Аэрофлот
1851,Волгоград,Грозный,2026-07-20,21:35:00,45,9183,609,Победа
1852,Грозный,Волгоград,2026-07-20,15:55:00,45,9065,609,Победа
1853,Волгоград,Калининград,2026-07-20,11:55:00,135,28896,1756,Победа
1854,Калининград,Волгоград,2026-07-20,15:50:00,135,30808,1756,Аэрофлот
1855,Волгоград,Калининград,2026-07-20,14:25:00,130,25175,1756,Red Wings
1856,Калининград,Волгоград,2026-07-20,14:00:00,130,29667,1756,Россия
1857,Волгоград,Калининград,2026-07-20,14:55:00,136,30407,1756,Аэрофлот
1858,Калининград,Волгоград,2026-07-20,21:20:00,136,25350,1756,Победа
1859,Волгоград,Архангельск,2026-07-20,06:20:00,129,23257,1771,Уральские авиалинии
1860,Архангельск,Волгоград,2026-07-20,11:50:00,129,30756,1771,Россия
1861,Волгоград,Архангельск,2026-07-20,08:00:00,127,31138,1771,S7 Airlines
1862,Архангельск,Волгоград,2026-07-20,18:15:00,127,33544,1771,Россия
1863,Волгоград,Архангельск,2026-07-20,10:20:00,129,37790,1771,Аэрофлот
1864,Архангельск,Волгоград,2026-07-20,06:40:00,129,26920,1771,S7 Airlines
1865,Волгоград,Мурманск,2026-07-20,06:15:00,172,32729,2312,S7 Airlines
1866,Мурманск,Волгоград,2026-07-20,14:05:00,172,37358,2312,Победа
1867,Волгоград,Мурманск,2026-07-20,09:55:00,176,41121,2312,Победа
1868,Мурманск,Волгоград,2026-07-20,10:30:00,176,46977,2312,S7 Airlines
1869,Волгоград,Мурманск,2026-07-20,12:30:00,173,41019,2312,Red Wings
1870,Мурманск,Волгоград,2026-07-20,17:00:00,173,37482,2312,Уральские авиалинии
1871,Волгоград,Сыктывкар,2026-07-20,06:20:00,114,19149,1486,Россия
1872,Сыктывкар,Волгоград,2026-07-20,22:30:00,114,23615,1486,Аэрофлот
1873,Волгоград,Сыктывкар,2026-07-20,11:35:00,114,30739,1486,S7 Airlines
1874,Сыктывкар,Волгоград,2026-07-20,19:40:00,114,29788,1486,Россия
1875,Волгоград,Сыктывкар,2026-07-20,12:55:00,108,25405,1486,Россия
1876,Сыктывкар,Волгоград,2026-07-20,21:55:00,108,25471,1486,Аэрофлот
1877,Волгоград,Сыктывкар,2026-07-20,17:50:00,113,28597,1486,Аэрофлот
1878,Сыктывкар,Волгоград,2026-07-20,22:00:00,113,20383,1486,S7 Airlines
1879,Саратов,Екатеринбург,2026-07-20,06:10:00,82,16766,1109,S7 Airlines
1880,Екатеринбург,Саратов,2026-07-20,06:20:00,82,17282,1109,Аэрофлот
1881,Саратов,Екатеринбург,2026-07-20,09:35:00,85,19766,1109,Победа
1882,Екатеринбург,Саратов,2026-07-20,22:40:00,85,15085,1109,S7 Airlines
1883,Саратов,Екатеринбург,2026-07-20,10:50:00,85,23786,1109,S7 Airlines
1884,Екатеринбург,Саратов,2026-07-20,11:05:00,85,18473,1109,Уральские авиалинии
1885,Саратов,Екатеринбург,2026-07-20,12:25:00,83,19389,1109,Уральские авиалинии
1886,Екатеринбург,Саратов,2026-07-20,08:50:00,83,22672,1109,Аэрофлот
1887,Саратов,Челябинск,2026-07-20,12:55:00,84,18079,1102,Победа
1888,Челябинск,Саратов,2026-07-20,20:55:00,84,19738,1102,Россия
1889,Саратов,Челябинск,2026-07-20,14:00:00,80,18795,1102,S7 Airlines
1890,Челябинск,Саратов,2026-07-20,10:05:00,80,24923,1102,Аэрофлот
1891,Саратов,Челябинск,2026-07-20,17:55:00,82,18542,1102,Red Wings
1892,Челябинск,Саратов,2026-07-20,14:50:00,82,19344,1102,S7 Airlines
1893,Саратов,Тюмень,2026-07-20,07:25:00,99,18334,1389,Уральские авиалинии
1894,Тюмень,Саратов,2026-07-20,11:05:00,99,25096,1389,Уральские авиалинии
1895,Саратов,Тюмень,2026-07-20,15:35:00,108,22674,1389,Победа
1896,Тюмень,Саратов,2026-07-20,14:00:00,108,24410,1389,Аэрофлот
1897,Саратов,Тюмень,2026-07-20,23:30:00,104,18021,1389,Red Wings
1898,Тюмень,Саратов,2026-07-20,18:50:00,104,25240,1389,Победа
1899,Саратов,Омск,2026-07-20,11:50:00,138,35492,1839,S7 Airlines
1900,Омск,Саратов,2026-07-20,17:20:00,138,28430,1839,Red Wings
1901,Саратов,Омск,2026-07-20,18:20:00,131,34753,1839,S7 Airlines
1902,Омск,Саратов,2026-07-20,18:05:00,131,33143,1839,Уральские авиалинии
1903,Саратов,Омск,2026-07-20,19:40:00,135,35495,1839,S7 Airlines
1904,Омск,Саратов,2026-07-20,09:15:00,135,32185,1839,Победа
1905,Саратов,Омск,2026-07-20,21:00:00,132,26587,1839,Уральские авиалинии
1906,Омск,Саратов,2026-07-20,11:20:00,132,34668,1839,S7 Airlines
1907,Саратов,Новосибирск,2026-07-20,06:25:00,178,34044,2434,S7 Airlines
1908,Новосибирск,Саратов,2026-07-20,08:10:00,178,39262,2434,Red Wings
1909,Саратов,Новосибирск,2026-07-20,10:55:00,187,52429,2434,S7 Airlines
1910,Новосибирск,Саратов,2026-07-20,22:30:00,187,32946,2434,Уральские авиалинии
1911,Саратов,Новосибирск,2026-07-20,19:25:00,188,53229,2434,Аэрофлот
1912,Новосибирск,Саратов,2026-07-20,20:00:00,188,48912,2434,Аэрофлот
1913,Саратов,Новосибирск,2026-07-20,22:50:00,178,34420,2434,S7 Airlines
1914,Новосибирск,Саратов,2026-07-20,07:45:00,178,36943,2434,Аэрофлот
1915,Саратов,Томск,2026-07-20,16:20:00,184,38819,2579,Победа
1916,Томск,Саратов,2026-07-20,21:35:00,184,41126,2579,S7 Airlines
1917,Саратов,Томск,2026-07-20,16:45:00,196,47736,2579,Аэрофлот
1918,Томск,Саратов,2026-07-20,09:00:00,196,53081,2579,Аэрофлот
1919,Саратов,Томск,2026-07-20,22:00:00,190,35909,2579,Победа
1920,Томск,Саратов,2026-07-20,19:40:00,190,50874,2579,S7 Airlines
1921,Саратов,Кемерово,2026-07-20,08:05:00,203,45620,2648,Победа
1922,Кемерово,Саратов,2026-07-20,06:55:00,203,40038,2648,S7 Airlines
1923,Саратов,Кемерово,2026-07-20,11:30:00,195,51346,2648,S7 Airlines
1924,Кемерово,Саратов,2026-07-20,11:10:00,195,43986,2648,Уральские авиалинии
1925,Саратов,Кемерово,2026-07-20,17:15:00,204,44053,2648,S7 Airlines
1926,Кемерово,Саратов,2026-07-20,22:35:00,204,38428,2648,Аэрофлот
1927,Саратов,Барнаул,2026-07-20,10:10:00,186,48968,2518,Уральские авиалинии
1928,Барнаул,Саратов,2026-07-20,07:30:00,186,34614,2518,Уральские авиалинии
1929,Саратов,Барнаул,2026-07-20,14:35:00,185,40626,2518,S7 Airlines
1930,Барнаул,Саратов,2026-07-20,06:30:00,185,35721,2518,Аэрофлот
1931,Саратов,Барнаул,2026-07-20,21:00:00,184,42125,2518,Аэрофлот
1932,Барнаул,Саратов,2026-07-20,21:55:00,184,37015,2518,Победа
1933,Саратов,Красноярск,2026-07-20,13:05:00,218,47954,3053,Победа
1934,Красноярск,Саратов,2026-07-20,10:55:00,218,64811,3053,S7 Airlines
1935,Саратов,Иркутск,2026-07-20,11:15:00,297,70663,3885,S7 Airlines
1936,Иркутск,Саратов,2026-07-20,15:50:00,297,73451,3885,Аэрофлот
1937,Саратов,Иркутск,2026-07-20,14:35:00,298,62822,3885,Уральские авиалинии
1938,Иркутск,Саратов,2026-07-20,19:50:00,298,75700,3885,S7 Airlines
1939,Саратов,Иркутск,2026-07-20,21:10:00,286,56279,3885,Победа
1940,Иркутск,Саратов,2026-07-20,18:00:00,286,66389,3885,Победа
1941,Саратов,Улан-Удэ,2026-07-20,13:25:00,308,72559,4103,Россия
1942,Улан-Удэ,Саратов,2026-07-20,11:25:00,308,82146,4103,Аэрофлот
1943,Саратов,Улан-Удэ,2026-07-20,19:15:00,315,88574,4103,Аэрофлот
1944,Улан-Удэ,Саратов,2026-07-20,17:30:00,315,65109,4103,Red Wings
1945,Саратов,Чита,2026-07-20,14:55:00,334,69010,4454,Победа
1946,Чита,Саратов,2026-07-20,17:25:00,334,76305,4454,Red Wings
1947,Саратов,Якутск,2026-07-20,11:50:00,369,91275,4849,S7 Airlines
1948,Якутск,Саратов,2026-07-20,16:50:00,369,81081,4849,Аэрофлот
1949,Саратов,Хабаровск,2026-07-20,19:45:00,450,113752,5962,Уральские авиалинии
1950,Хабаровск,Саратов,2026-07-20,13:40:00,450,111295,5962,S7 Airlines
1951,Саратов,Хабаровск,2026-07-20,20:15:00,456,108628,5962,Аэрофлот
1952,Хабаровск,Саратов,2026-07-20,15:15:00,456,88253,5962,Red Wings
1953,Саратов,Хабаровск,2026-07-20,20:55:00,449,111561,5962,Россия
1954,Хабаровск,Саратов,2026-07-20,16:00:00,449,85147,5962,Победа
1955,Саратов,Владивосток,2026-07-20,07:50:00,442,94044,6156,Россия
1956,Владивосток,Саратов,2026-07-20,17:15:00,442,103395,6156,Победа
1957,Саратов,Владивосток,2026-07-20,10:40:00,456,130274,6156,S7 Airlines
1958,Владивосток,Саратов,2026-07-20,22:55:00,456,84953,6156,Победа
1959,Саратов,Южно-Сахалинск,2026-07-20,11:40:00,474,117744,6499,Россия
1960,Южно-Сахалинск,Саратов,2026-07-20,12:45:00,474,131563,6499,Аэрофлот
1961,Саратов,Сочи,2026-07-20,07:10:00,74,14601,1010,Россия
1962,Сочи,Саратов,2026-07-20,06:15:00,74,15468,1010,Аэрофлот
1963,Саратов,Сочи,2026-07-20,08:00:00,73,17176,1010,Red Wings
1964,Сочи,Саратов,2026-07-20,13:55:00,73,18922,1010,Аэрофлот
1965,Саратов,Сочи,2026-07-20,22:50:00,74,13062,1010,Победа
1966,Сочи,Саратов,2026-07-20,07:55:00,74,13093,1010,Победа
1967,Саратов,Краснодар,2026-07-20,12:00:00,64,15164,894,Победа
1968,Краснодар,Саратов,2026-07-20,13:25:00,64,17658,894,Аэрофлот
1969,Саратов,Краснодар,2026-07-20,12:05:00,63,15877,894,Победа
1970,Краснодар,Саратов,2026-07-20,23:10:00,63,10978,894,Победа
1971,Саратов,Краснодар,2026-07-20,12:10:00,67,15756,894,Победа
1972,Краснодар,Саратов,2026-07-20,06:05:00,67,13319,894,S7 Airlines
1973,Саратов,Краснодар,2026-07-20,15:00:00,69,14017,894,Победа
1974,Краснодар,Саратов,2026-07-20,21:40:00,69,13504,894,Red Wings
1975,Саратов,Краснодар,2026-07-20,23:40:00,64,11696,894,Победа
1976,Краснодар,Саратов,2026-07-20,23:55:00,64,11668,894,Россия
1977,Саратов,Ростов-на-Дону,2026-07-20,09:45:00,51,12492,657,Россия
1978,Ростов-на-Дону,Саратов,2026-07-20,07:15:00,51,10193,657,S7 Airlines
1979,Саратов,Ростов-на-Дону,2026-07-20,11:35:00,50,11199,657,Победа
1980,Ростов-на-Дону,Саратов,2026-07-20,14:40:00,50,10568,657,Red Wings
1981,Саратов,Ростов-на-Дону,2026-07-20,14:25:00,51,10753,657,Победа
1982,Ростов-на-Дону,Саратов,2026-07-20,20:10:00,51,11235,657,Уральские авиалинии
1983,Саратов,Ростов-на-Дону,2026-07-20,15:40:00,49,10495,657,S7 Airlines
1984,Ростов-на-Дону,Саратов,2026-07-20,21:45:00,49,9892,657,Red Wings
1985,Саратов,Ростов-на-Дону,2026-07-20,21:25:00,51,10073,657,Победа
1986,Ростов-на-Дону,Саратов,2026-07-20,15:35:00,51,9849,657,Победа
1987,Саратов,Ростов-на-Дону,2026-07-20,22:40:00,48,9898,657,S7 Airlines
1988,Ростов-на-Дону,Саратов,2026-07-20,15:10:00,48,12386,657,Аэрофлот
1989,Саратов,Ставрополь,2026-07-20,17:35:00,56,14278,774,S7 Airlines
1990,Ставрополь,Саратов,2026-07-20,19:05:00,56,15936,774,S7 Airlines
1991,Саратов,Ставрополь,2026-07-20,18:50:00,55,14177,774,Россия
1992,Ставрополь,Саратов,2026-07-20,16:20:00,55,12426,774,S7 Airlines
1993,Саратов,Ставрополь,2026-07-20,19:15:00,56,15210,774,Победа
1994,Ставрополь,Саратов,2026-07-20,17:55:00,56,13985,774,Россия
1995,Саратов,Ставрополь,2026-07-20,22:45:00,57,11336,774,Аэрофлот
1996,Ставрополь,Саратов,2026-07-20,22:35:00,57,10770,774,Россия
1997,Саратов,Минеральные Воды,2026-07-20,11:15:00,62,17717,845,Аэрофлот
1998,Минеральные Воды,Саратов,2026-07-20,06:40:00,62,12967,845,Аэрофлот
1999,Саратов,Минеральные Воды,2026-07-20,13:55:00,60,13229,845,Победа
2000,Минеральные Воды,Саратов,2026-07-20,23:20:00,60,10782,845,Уральские авиалинии
2001,Саратов,Минеральные Воды,2026-07-20,18:20:00,65,14693,845,Уральские авиалинии
2002,Минеральные Воды,Саратов,2026-07-20,18:55:00,65,14800,845,Россия
2003,Саратов,Минеральные Воды,2026-07-20,21:30:00,63,12729,845,Уральские авиалинии
2004,Минеральные Воды,Саратов,2026-07-20,06:50:00,63,13426,845,Аэрофлот
2005,Саратов,Минеральные Воды,2026-07-20,22:00:00,63,11295,845,Россия
2006,Минеральные Воды,Саратов,2026-07-20,14:55:00,63,16000,845,Аэрофлот
2007,Саратов,Минеральные Воды,2026-07-20,23:55:00,60,9833,845,Уральские авиалинии
2008,Минеральные Воды,Саратов,2026-07-20,13:35:00,60,16082,845,Аэрофлот
2009,Саратов,Махачкала,2026-07-20,09:00:00,75,19015,980,Аэрофлот
2010,Махачкала,Саратов,2026-07-20,06:50:00,75,13186,980,Red Wings
2011,Саратов,Махачкала,2026-07-20,11:10:00,70,17872,980,Россия
2012,Махачкала,Саратов,2026-07-20,23:50:00,70,14237,980,Аэрофлот
2013,Саратов,Махачкала,2026-07-20,11:20:00,70,18814,980,Россия
2014,Махачкала,Саратов,2026-07-20,15:45:00,70,16332,980,Аэрофлот
2015,Саратов,Махачкала,2026-07-20,19:50:00,73,19627,980,S7 Airlines
2016,Махачкала,Саратов,2026-07-20,23:50:00,73,12289,980,Уральские авиалинии
2017,Саратов,Махачкала,2026-07-20,20:00:00,71,19903,980,Аэрофлот
2018,Махачкала,Саратов,2026-07-20,06:35:00,71,13268,980,S7 Airlines
2019,Саратов,Махачкала,2026-07-20,23:15:00,72,12857,980,Победа
2020,Махачкала,Саратов,2026-07-20,21:00:00,72,16781,980,Аэрофлот
2021,Саратов,Грозный,2026-07-20,12:20:00,67,16869,909,Аэрофлот
2022,Грозный,Саратов,2026-07-20,12:50:00,67,17517,909,S7 Airlines
2023,Саратов,Грозный,2026-07-20,17:40:00,66,16768,909,S7 Airlines
2024,Грозный,Саратов,2026-07-20,23:40:00,66,11937,909,Россия
2025,Саратов,Грозный,2026-07-20,18:45:00,70,15233,909,Red Wings
2026,Грозный,Саратов,2026-07-20,06:10:00,70,12408,909,S7 Airlines
2027,Саратов,Грозный,2026-07-20,23:25:00,65,11042,909,Победа
2028,Грозный,Саратов,2026-07-20,13:50:00,65,14178,909,Red Wings
2029,Саратов,Калининград,2026-07-20,09:00:00,135,31356,1723,S7 Airlines
2030,Калининград,Саратов,2026-07-20,08:15:00,135,29895,1723,Россия
2031,Саратов,Калининград,2026-07-20,15:45:00,134,27213,1723,Победа
2032,Калининград,Саратов,2026-07-20,15:55:00,134,27542,1723,Россия
2033,Саратов,Калининград,2026-07-20,17:15:00,130,28359,1723,Уральские авиалинии
2034,Калининград,Саратов,2026-07-20,12:45:00,130,29386,1723,Red Wings
2035,Саратов,Калининград,2026-07-20,21:30:00,124,23418,1723,Уральские авиалинии
2036,Калининград,Саратов,2026-07-20,17:25:00,124,30169,1723,Аэрофлот
2037,Саратов,Архангельск,2026-07-20,07:55:00,107,19954,1481,Победа
2038,Архангельск,Саратов,2026-07-20,13:45:00,107,25267,1481,Red Wings
2039,Саратов,Архангельск,2026-07-20,12:15:00,113,26306,1481,Победа
